type,country,date,stat
Population (Million),US,2015-09-30 00:00:00,321.43
Population (Million),US,2015-08-31 00:00:00,321.2
Population (Million),US,2015-07-31 00:00:00,320.98
Population (Million),US,2015-06-30 00:00:00,320.77
Population (Million),US,2015-05-31 00:00:00,320.58
Population (Million),US,2015-04-30 00:00:00,320.4
Population (Million),US,2015-03-31 00:00:00,320.23
Population (Million),US,2015-02-28 00:00:00,320.07
Population (Million),US,2015-01-31 00:00:00,319.93
Population (Million),US,2014-12-31 00:00:00,319.75
Population (Million),US,2014-11-30 00:00:00,319.56
Population (Million),US,2014-10-31 00:00:00,319.35
Population (Million),US,2014-09-30 00:00:00,319.13
Population (Million),US,2014-08-31 00:00:00,318.89
Population (Million),US,2014-07-31 00:00:00,318.66
Population (Million),US,2014-06-30 00:00:00,318.46
Population (Million),US,2014-05-31 00:00:00,318.27
Population (Million),US,2014-04-30 00:00:00,318.09
Population (Million),US,2014-03-31 00:00:00,317.92
Population (Million),US,2014-02-28 00:00:00,317.75
Population (Million),US,2014-01-31 00:00:00,317.59
Population (Million),US,2013-12-31 00:00:00,317.41
Population (Million),US,2013-11-30 00:00:00,317.23
Population (Million),US,2013-10-31 00:00:00,317.02
Population (Million),US,2013-09-30 00:00:00,316.81
Population (Million),US,2013-08-31 00:00:00,316.58
Population (Million),US,2013-07-31 00:00:00,316.36
Population (Million),US,2013-06-30 00:00:00,316.17
Population (Million),US,2013-05-31 00:00:00,315.98
Population (Million),US,2013-04-30 00:00:00,315.82
Population (Million),US,2013-03-31 00:00:00,315.66
Population (Million),US,2013-02-28 00:00:00,315.52
Population (Million),US,2013-01-31 00:00:00,315.39
Population (Million),US,2012-12-31 00:00:00,315.23
Population (Million),US,2012-11-30 00:00:00,315.05
Population (Million),US,2012-10-31 00:00:00,314.85
Population (Million),US,2012-09-30 00:00:00,314.65
Population (Million),US,2012-08-31 00:00:00,314.42
Population (Million),US,2012-07-31 00:00:00,314.21
Population (Million),US,2012-06-30 00:00:00,314.02
Population (Million),US,2012-05-31 00:00:00,313.83
Population (Million),US,2012-04-30 00:00:00,313.67
Population (Million),US,2012-03-31 00:00:00,313.5
Population (Million),US,2012-02-29 00:00:00,313.34
Population (Million),US,2012-01-31 00:00:00,313.18
Population (Million),US,2011-12-31 00:00:00,313.01
Population (Million),US,2011-11-30 00:00:00,312.83
Population (Million),US,2011-10-31 00:00:00,312.64
Population (Million),US,2011-09-30 00:00:00,312.43
Population (Million),US,2011-08-31 00:00:00,312.21
Population (Million),US,2011-07-31 00:00:00,312.0
Population (Million),US,2011-06-30 00:00:00,311.79
Population (Million),US,2011-05-31 00:00:00,311.61
Population (Million),US,2011-04-30 00:00:00,311.44
Population (Million),US,2011-03-31 00:00:00,311.27
Population (Million),US,2011-02-28 00:00:00,311.11
Population (Million),US,2011-01-31 00:00:00,310.96
Population (Million),US,2010-12-31 00:00:00,310.78
Population (Million),US,2010-11-30 00:00:00,310.6
Population (Million),US,2010-10-31 00:00:00,310.4
Population (Million),US,2010-09-30 00:00:00,310.18
Population (Million),US,2010-08-31 00:00:00,309.96
Population (Million),US,2010-07-31 00:00:00,309.75
Population (Million),US,2010-06-30 00:00:00,309.55
Population (Million),US,2010-05-31 00:00:00,309.37
Population (Million),US,2010-04-30 00:00:00,309.19
Population (Million),US,2010-03-31 00:00:00,309.21
Population (Million),US,2010-02-28 00:00:00,309.03
Population (Million),US,2010-01-31 00:00:00,308.83
Population (Million),US,2009-12-31 00:00:00,308.63
Population (Million),US,2009-11-30 00:00:00,308.42
Population (Million),US,2009-10-31 00:00:00,308.19
Population (Million),US,2009-09-30 00:00:00,307.95
Population (Million),US,2009-08-31 00:00:00,307.68
Population (Million),US,2009-07-31 00:00:00,307.44
Population (Million),US,2009-06-30 00:00:00,307.21
Population (Million),US,2009-05-31 00:00:00,306.98
Population (Million),US,2009-04-30 00:00:00,306.79
Population (Million),US,2009-03-31 00:00:00,306.59
Population (Million),US,2009-02-28 00:00:00,306.4
Population (Million),US,2009-01-31 00:00:00,306.21
Population (Million),US,2008-12-31 00:00:00,306.0
Population (Million),US,2008-11-30 00:00:00,305.79
Population (Million),US,2008-10-31 00:00:00,305.55
Population (Million),US,2008-09-30 00:00:00,305.31
Population (Million),US,2008-08-31 00:00:00,305.04
Population (Million),US,2008-07-31 00:00:00,304.8
Population (Million),US,2008-06-30 00:00:00,304.56
Population (Million),US,2008-05-31 00:00:00,304.32
Population (Million),US,2008-04-30 00:00:00,304.12
Population (Million),US,2008-03-31 00:00:00,303.91
Population (Million),US,2008-02-29 00:00:00,303.71
Population (Million),US,2008-01-31 00:00:00,303.51
Population (Million),US,2007-12-31 00:00:00,303.29
Population (Million),US,2007-11-30 00:00:00,303.05
Population (Million),US,2007-10-31 00:00:00,302.81
Population (Million),US,2007-09-30 00:00:00,302.55
Population (Million),US,2007-08-31 00:00:00,302.27
Population (Million),US,2007-07-31 00:00:00,302.0
Population (Million),US,2007-06-30 00:00:00,301.74
Population (Million),US,2007-05-31 00:00:00,301.48
Population (Million),US,2007-04-30 00:00:00,301.25
Population (Million),US,2007-03-31 00:00:00,301.02
Population (Million),US,2007-02-28 00:00:00,300.8
Population (Million),US,2007-01-31 00:00:00,300.57
Population (Million),US,2006-12-31 00:00:00,300.34
Population (Million),US,2006-11-30 00:00:00,300.09
Population (Million),US,2006-10-31 00:00:00,299.84
Population (Million),US,2006-09-30 00:00:00,299.55
Population (Million),US,2006-08-31 00:00:00,299.26
Population (Million),US,2006-07-31 00:00:00,299.0
Population (Million),US,2006-06-30 00:00:00,298.74
Population (Million),US,2006-05-31 00:00:00,298.5
Population (Million),US,2006-04-30 00:00:00,298.28
Population (Million),US,2006-03-31 00:00:00,298.06
Population (Million),US,2006-02-28 00:00:00,297.85
Population (Million),US,2006-01-31 00:00:00,297.65
Population (Million),US,2005-12-31 00:00:00,297.43
Population (Million),US,2005-11-30 00:00:00,297.21
Population (Million),US,2005-10-31 00:00:00,296.97
Population (Million),US,2005-09-30 00:00:00,296.71
Population (Million),US,2005-08-31 00:00:00,296.44
Population (Million),US,2005-07-31 00:00:00,296.19
Population (Million),US,2005-06-30 00:00:00,295.94
Population (Million),US,2005-05-31 00:00:00,295.7
Population (Million),US,2005-04-30 00:00:00,295.49
Population (Million),US,2005-03-31 00:00:00,295.29
Population (Million),US,2005-02-28 00:00:00,295.1
Population (Million),US,2005-01-31 00:00:00,294.91
Population (Million),US,2004-12-31 00:00:00,294.69
Population (Million),US,2004-11-30 00:00:00,294.47
Population (Million),US,2004-10-31 00:00:00,294.23
Population (Million),US,2004-09-30 00:00:00,293.97
Population (Million),US,2004-08-31 00:00:00,293.72
Population (Million),US,2004-07-31 00:00:00,293.46
Population (Million),US,2004-06-30 00:00:00,293.22
Population (Million),US,2004-05-31 00:00:00,293.0
Population (Million),US,2004-04-30 00:00:00,292.78
Population (Million),US,2004-03-31 00:00:00,292.56
Population (Million),US,2004-02-29 00:00:00,292.37
Population (Million),US,2004-01-31 00:00:00,292.19
Population (Million),US,2003-12-31 00:00:00,292.01
Population (Million),US,2003-11-30 00:00:00,291.81
Population (Million),US,2003-10-31 00:00:00,291.57
Population (Million),US,2003-09-30 00:00:00,291.32
Population (Million),US,2003-08-31 00:00:00,291.07
Population (Million),US,2003-07-31 00:00:00,290.82
Population (Million),US,2003-06-30 00:00:00,290.58
Population (Million),US,2003-05-31 00:00:00,290.35
Population (Million),US,2003-04-30 00:00:00,290.12
Population (Million),US,2003-03-31 00:00:00,289.91
Population (Million),US,2003-02-28 00:00:00,289.71
Population (Million),US,2003-01-31 00:00:00,289.52
Population (Million),US,2002-12-31 00:00:00,289.31
Population (Million),US,2002-11-30 00:00:00,289.11
Population (Million),US,2002-10-31 00:00:00,288.87
Population (Million),US,2002-09-30 00:00:00,288.62
Population (Million),US,2002-08-31 00:00:00,288.36
Population (Million),US,2002-07-31 00:00:00,288.1
Population (Million),US,2002-06-30 00:00:00,287.86
Population (Million),US,2002-05-31 00:00:00,287.62
Population (Million),US,2002-04-30 00:00:00,287.4
Population (Million),US,2002-03-31 00:00:00,287.19
Population (Million),US,2002-02-28 00:00:00,286.99
Population (Million),US,2002-01-31 00:00:00,286.79
Population (Million),US,2001-12-31 00:00:00,286.57
Population (Million),US,2001-11-30 00:00:00,286.34
Population (Million),US,2001-10-31 00:00:00,286.1
Population (Million),US,2001-09-30 00:00:00,285.84
Population (Million),US,2001-08-31 00:00:00,285.57
Population (Million),US,2001-07-31 00:00:00,285.31
Population (Million),US,2001-06-30 00:00:00,285.06
Population (Million),US,2001-05-31 00:00:00,284.81
Population (Million),US,2001-04-30 00:00:00,284.58
Population (Million),US,2001-03-31 00:00:00,284.35
Population (Million),US,2001-02-28 00:00:00,284.14
Population (Million),US,2001-01-31 00:00:00,283.92
Population (Million),US,2000-12-31 00:00:00,283.7
Population (Million),US,2000-11-30 00:00:00,283.45
Population (Million),US,2000-10-31 00:00:00,283.2
Population (Million),US,2000-09-30 00:00:00,282.93
Population (Million),US,2000-08-31 00:00:00,282.65
Population (Million),US,2000-07-31 00:00:00,282.38
Population (Million),US,2000-06-30 00:00:00,282.13
Population (Million),US,2000-05-31 00:00:00,281.88
Population (Million),US,2000-04-30 00:00:00,281.65
Population (Million),US,2000-03-31 00:00:00,281.41
Population (Million),US,2000-02-29 00:00:00,281.19
Population (Million),US,2000-01-31 00:00:00,280.98
Population (Million),US,1999-12-31 00:00:00,280.72
Population (Million),US,1999-11-30 00:00:00,280.47
Population (Million),US,1999-10-31 00:00:00,280.2
Population (Million),US,1999-09-30 00:00:00,279.9
Population (Million),US,1999-08-31 00:00:00,279.6
Population (Million),US,1999-07-31 00:00:00,279.3
Population (Million),US,1999-06-30 00:00:00,279.0
Population (Million),US,1999-05-31 00:00:00,278.72
Population (Million),US,1999-04-30 00:00:00,278.45
Population (Million),US,1999-03-31 00:00:00,278.2
Population (Million),US,1999-02-28 00:00:00,277.99
Population (Million),US,1999-01-31 00:00:00,277.79
Population (Million),US,1998-12-31 00:00:00,277.53
Population (Million),US,1998-11-30 00:00:00,277.28
Population (Million),US,1998-10-31 00:00:00,277.0
Population (Million),US,1998-09-30 00:00:00,276.71
Population (Million),US,1998-08-31 00:00:00,276.42
Population (Million),US,1998-07-31 00:00:00,276.12
Population (Million),US,1998-06-30 00:00:00,275.84
Population (Million),US,1998-05-31 00:00:00,275.56
Population (Million),US,1998-04-30 00:00:00,275.3
Population (Million),US,1998-03-31 00:00:00,275.05
Population (Million),US,1998-02-28 00:00:00,274.84
Population (Million),US,1998-01-31 00:00:00,274.63
Population (Million),US,1997-12-31 00:00:00,274.37
Population (Million),US,1997-11-30 00:00:00,274.13
Population (Million),US,1997-10-31 00:00:00,273.85
Population (Million),US,1997-09-30 00:00:00,273.55
Population (Million),US,1997-08-31 00:00:00,273.24
Population (Million),US,1997-07-31 00:00:00,272.91
Population (Million),US,1997-06-30 00:00:00,272.62
Population (Million),US,1997-05-31 00:00:00,272.34
Population (Million),US,1997-04-30 00:00:00,272.08
Population (Million),US,1997-03-31 00:00:00,271.82
Population (Million),US,1997-02-28 00:00:00,271.58
Population (Million),US,1997-01-31 00:00:00,271.36
Population (Million),US,1996-12-31 00:00:00,271.12
Population (Million),US,1996-11-30 00:00:00,270.88
Population (Million),US,1996-10-31 00:00:00,270.58
Population (Million),US,1996-09-30 00:00:00,270.28
Population (Million),US,1996-08-31 00:00:00,269.98
Population (Million),US,1996-07-31 00:00:00,269.67
Population (Million),US,1996-06-30 00:00:00,269.39
Population (Million),US,1996-05-31 00:00:00,269.11
Population (Million),US,1996-04-30 00:00:00,268.85
Population (Million),US,1996-03-31 00:00:00,268.6
Population (Million),US,1996-02-29 00:00:00,268.36
Population (Million),US,1996-01-31 00:00:00,268.15
Population (Million),US,1995-12-31 00:00:00,267.94
Population (Million),US,1995-11-30 00:00:00,267.72
Population (Million),US,1995-10-31 00:00:00,267.46
Population (Million),US,1995-09-30 00:00:00,267.15
Population (Million),US,1995-08-31 00:00:00,266.84
Population (Million),US,1995-07-31 00:00:00,266.56
Population (Million),US,1995-06-30 00:00:00,266.27
Population (Million),US,1995-05-31 00:00:00,266.0
Population (Million),US,1995-04-30 00:00:00,265.76
Population (Million),US,1995-03-31 00:00:00,265.5
Population (Million),US,1995-02-28 00:00:00,265.27
Population (Million),US,1995-01-31 00:00:00,265.04
Population (Million),US,1994-12-31 00:00:00,264.8
Population (Million),US,1994-11-30 00:00:00,264.56
Population (Million),US,1994-10-31 00:00:00,264.3
Population (Million),US,1994-09-30 00:00:00,264.02
Population (Million),US,1994-08-31 00:00:00,263.72
Population (Million),US,1994-07-31 00:00:00,263.44
Population (Million),US,1994-06-30 00:00:00,263.15
Population (Million),US,1994-05-31 00:00:00,262.88
Population (Million),US,1994-04-30 00:00:00,262.63
Population (Million),US,1994-03-31 00:00:00,262.35
Population (Million),US,1994-02-28 00:00:00,262.12
Population (Million),US,1994-01-31 00:00:00,261.92
Population (Million),US,1993-12-31 00:00:00,261.67
Population (Million),US,1993-11-30 00:00:00,261.42
Population (Million),US,1993-10-31 00:00:00,261.16
Population (Million),US,1993-09-30 00:00:00,260.87
Population (Million),US,1993-08-31 00:00:00,260.57
Population (Million),US,1993-07-31 00:00:00,260.26
Population (Million),US,1993-06-30 00:00:00,259.96
Population (Million),US,1993-05-31 00:00:00,259.68
Population (Million),US,1993-04-30 00:00:00,259.41
Population (Million),US,1993-03-31 00:00:00,259.15
Population (Million),US,1993-02-28 00:00:00,258.92
Population (Million),US,1993-01-31 00:00:00,258.68
Population (Million),US,1992-12-31 00:00:00,258.41
Population (Million),US,1992-11-30 00:00:00,258.15
Population (Million),US,1992-10-31 00:00:00,257.86
Population (Million),US,1992-09-30 00:00:00,257.55
Population (Million),US,1992-08-31 00:00:00,257.23
Population (Million),US,1992-07-31 00:00:00,256.89
Population (Million),US,1992-06-30 00:00:00,256.59
Population (Million),US,1992-05-31 00:00:00,256.28
Population (Million),US,1992-04-30 00:00:00,255.99
Population (Million),US,1992-03-31 00:00:00,255.7
Population (Million),US,1992-02-29 00:00:00,255.45
Population (Million),US,1992-01-31 00:00:00,255.21
Population (Million),US,1991-12-31 00:00:00,254.96
Population (Million),US,1991-11-30 00:00:00,254.72
Population (Million),US,1991-10-31 00:00:00,254.44
Population (Million),US,1991-09-30 00:00:00,254.13
Population (Million),US,1991-08-31 00:00:00,253.81
Population (Million),US,1991-07-31 00:00:00,253.49
Population (Million),US,1991-06-30 00:00:00,253.21
Population (Million),US,1991-05-31 00:00:00,252.91
Population (Million),US,1991-04-30 00:00:00,252.64
Population (Million),US,1991-03-31 00:00:00,252.37
Population (Million),US,1991-02-28 00:00:00,252.14
Population (Million),US,1991-01-31 00:00:00,251.89
Population (Million),US,1990-12-31 00:00:00,251.63
Population (Million),US,1990-11-30 00:00:00,251.35
Population (Million),US,1990-10-31 00:00:00,251.06
Population (Million),US,1990-09-30 00:00:00,250.75
Population (Million),US,1990-08-31 00:00:00,250.44
Population (Million),US,1990-07-31 00:00:00,250.13
Population (Million),US,1990-06-30 00:00:00,249.85
Population (Million),US,1990-05-31 00:00:00,249.56
Population (Million),US,1990-04-30 00:00:00,249.31
Population (Million),US,1990-03-31 00:00:00,249.01
Population (Million),US,1990-02-28 00:00:00,248.83
Population (Million),US,1990-01-31 00:00:00,248.66
Population (Million),US,1989-12-31 00:00:00,248.48
Population (Million),US,1989-11-30 00:00:00,248.28
Population (Million),US,1989-10-31 00:00:00,248.07
Population (Million),US,1989-09-30 00:00:00,247.82
Population (Million),US,1989-08-31 00:00:00,247.57
Population (Million),US,1989-07-31 00:00:00,247.34
Population (Million),US,1989-06-30 00:00:00,247.11
Population (Million),US,1989-05-31 00:00:00,246.91
Population (Million),US,1989-04-30 00:00:00,246.72
Population (Million),US,1989-03-31 00:00:00,246.53
Population (Million),US,1989-02-28 00:00:00,246.38
Population (Million),US,1989-01-31 00:00:00,246.22
Population (Million),US,1988-12-31 00:00:00,246.06
Population (Million),US,1988-11-30 00:00:00,245.88
Population (Million),US,1988-10-31 00:00:00,245.69
Population (Million),US,1988-09-30 00:00:00,245.46
Population (Million),US,1988-08-31 00:00:00,245.24
Population (Million),US,1988-07-31 00:00:00,245.02
Population (Million),US,1988-06-30 00:00:00,244.81
Population (Million),US,1988-05-31 00:00:00,244.61
Population (Million),US,1988-04-30 00:00:00,244.44
Population (Million),US,1988-03-31 00:00:00,244.28
Population (Million),US,1988-02-29 00:00:00,244.13
Population (Million),US,1988-01-31 00:00:00,243.98
Population (Million),US,1987-12-31 00:00:00,243.81
Population (Million),US,1987-11-30 00:00:00,243.64
Population (Million),US,1987-10-31 00:00:00,243.45
Population (Million),US,1987-09-30 00:00:00,243.22
Population (Million),US,1987-08-31 00:00:00,243.01
Population (Million),US,1987-07-31 00:00:00,242.8
Population (Million),US,1987-06-30 00:00:00,242.61
Population (Million),US,1987-05-31 00:00:00,242.42
Population (Million),US,1987-04-30 00:00:00,242.25
Population (Million),US,1987-03-31 00:00:00,242.08
Population (Million),US,1987-02-28 00:00:00,241.93
Population (Million),US,1987-01-31 00:00:00,241.78
Population (Million),US,1986-12-31 00:00:00,241.62
Population (Million),US,1986-11-30 00:00:00,241.47
Population (Million),US,1986-10-31 00:00:00,241.27
Population (Million),US,1986-09-30 00:00:00,241.07
Population (Million),US,1986-08-31 00:00:00,240.85
Population (Million),US,1986-07-31 00:00:00,240.65
Population (Million),US,1986-06-30 00:00:00,240.46
Population (Million),US,1986-05-31 00:00:00,240.27
Population (Million),US,1986-04-30 00:00:00,240.09
Population (Million),US,1986-03-31 00:00:00,239.93
Population (Million),US,1986-02-28 00:00:00,239.79
Population (Million),US,1986-01-31 00:00:00,239.64
Population (Million),US,1985-12-31 00:00:00,239.48
Population (Million),US,1985-11-30 00:00:00,239.31
Population (Million),US,1985-10-31 00:00:00,239.11
Population (Million),US,1985-09-30 00:00:00,238.9
Population (Million),US,1985-08-31 00:00:00,238.68
Population (Million),US,1985-07-31 00:00:00,238.47
Population (Million),US,1985-06-30 00:00:00,238.27
Population (Million),US,1985-05-31 00:00:00,238.07
Population (Million),US,1985-04-30 00:00:00,237.9
Population (Million),US,1985-03-31 00:00:00,237.73
Population (Million),US,1985-02-28 00:00:00,237.6
Population (Million),US,1985-01-31 00:00:00,237.47
Population (Million),US,1984-12-31 00:00:00,237.32
Population (Million),US,1984-11-30 00:00:00,237.16
Population (Million),US,1984-10-31 00:00:00,236.98
Population (Million),US,1984-09-30 00:00:00,236.76
Population (Million),US,1984-08-31 00:00:00,236.55
Population (Million),US,1984-07-31 00:00:00,236.35
Population (Million),US,1984-06-30 00:00:00,236.16
Population (Million),US,1984-05-31 00:00:00,235.99
Population (Million),US,1984-04-30 00:00:00,235.84
Population (Million),US,1984-03-31 00:00:00,235.68
Population (Million),US,1984-02-29 00:00:00,235.53
Population (Million),US,1984-01-31 00:00:00,235.38
Population (Million),US,1983-12-31 00:00:00,235.24
Population (Million),US,1983-11-30 00:00:00,235.08
Population (Million),US,1983-10-31 00:00:00,234.91
Population (Million),US,1983-09-30 00:00:00,234.7
Population (Million),US,1983-08-31 00:00:00,234.5
Population (Million),US,1983-07-31 00:00:00,234.31
Population (Million),US,1983-06-30 00:00:00,234.12
Population (Million),US,1983-05-31 00:00:00,233.92
Population (Million),US,1983-04-30 00:00:00,233.78
Population (Million),US,1983-03-31 00:00:00,233.61
Population (Million),US,1983-02-28 00:00:00,233.47
Population (Million),US,1983-01-31 00:00:00,233.32
Population (Million),US,1982-12-31 00:00:00,233.16
Population (Million),US,1982-11-30 00:00:00,232.99
Population (Million),US,1982-10-31 00:00:00,232.82
Population (Million),US,1982-09-30 00:00:00,232.6
Population (Million),US,1982-08-31 00:00:00,232.39
Population (Million),US,1982-07-31 00:00:00,232.19
Population (Million),US,1982-06-30 00:00:00,231.99
Population (Million),US,1982-05-31 00:00:00,231.81
Population (Million),US,1982-04-30 00:00:00,231.64
Population (Million),US,1982-03-31 00:00:00,231.47
Population (Million),US,1982-02-28 00:00:00,231.31
Population (Million),US,1982-01-31 00:00:00,231.16
Population (Million),US,1981-12-31 00:00:00,230.99
Population (Million),US,1981-11-30 00:00:00,230.82
Population (Million),US,1981-10-31 00:00:00,230.64
Population (Million),US,1981-09-30 00:00:00,230.41
Population (Million),US,1981-08-31 00:00:00,230.19
Population (Million),US,1981-07-31 00:00:00,229.97
Population (Million),US,1981-06-30 00:00:00,229.76
Population (Million),US,1981-05-31 00:00:00,229.58
Population (Million),US,1981-04-30 00:00:00,229.4
Population (Million),US,1981-03-31 00:00:00,229.22
Population (Million),US,1981-02-28 00:00:00,229.07
Population (Million),US,1981-01-31 00:00:00,228.94
Population (Million),US,1980-12-31 00:00:00,228.78
Population (Million),US,1980-11-30 00:00:00,228.61
Population (Million),US,1980-10-31 00:00:00,228.42
Population (Million),US,1980-09-30 00:00:00,228.19
Population (Million),US,1980-08-31 00:00:00,227.95
Population (Million),US,1980-07-31 00:00:00,227.73
Population (Million),US,1980-06-30 00:00:00,227.52
Population (Million),US,1980-05-31 00:00:00,227.25
Population (Million),US,1980-04-30 00:00:00,227.06
Population (Million),US,1980-03-31 00:00:00,226.85
Population (Million),US,1980-02-29 00:00:00,226.66
Population (Million),US,1980-01-31 00:00:00,226.45
Population (Million),US,1979-12-31 00:00:00,226.24
Population (Million),US,1979-11-30 00:00:00,226.03
Population (Million),US,1979-10-31 00:00:00,225.8
Population (Million),US,1979-09-30 00:00:00,225.55
Population (Million),US,1979-08-31 00:00:00,225.3
Population (Million),US,1979-07-31 00:00:00,225.06
Population (Million),US,1979-06-30 00:00:00,224.84
Population (Million),US,1979-05-31 00:00:00,224.63
Population (Million),US,1979-04-30 00:00:00,224.44
Population (Million),US,1979-03-31 00:00:00,224.24
Population (Million),US,1979-02-28 00:00:00,224.05
Population (Million),US,1979-01-31 00:00:00,223.86
Population (Million),US,1978-12-31 00:00:00,223.67
Population (Million),US,1978-11-30 00:00:00,223.48
Population (Million),US,1978-10-31 00:00:00,223.27
Population (Million),US,1978-09-30 00:00:00,223.05
Population (Million),US,1978-08-31 00:00:00,222.8
Population (Million),US,1978-07-31 00:00:00,222.58
Population (Million),US,1978-06-30 00:00:00,222.38
Population (Million),US,1978-05-31 00:00:00,222.18
Population (Million),US,1978-04-30 00:00:00,221.99
Population (Million),US,1978-03-31 00:00:00,221.79
Population (Million),US,1978-02-28 00:00:00,221.63
Population (Million),US,1978-01-31 00:00:00,221.48
Population (Million),US,1977-12-31 00:00:00,221.3
Population (Million),US,1977-11-30 00:00:00,221.11
Population (Million),US,1977-10-31 00:00:00,220.9
Population (Million),US,1977-09-30 00:00:00,220.69
Population (Million),US,1977-08-31 00:00:00,220.46
Population (Million),US,1977-07-31 00:00:00,220.24
Population (Million),US,1977-06-30 00:00:00,220.05
Population (Million),US,1977-05-31 00:00:00,219.86
Population (Million),US,1977-04-30 00:00:00,219.68
Population (Million),US,1977-03-31 00:00:00,219.5
Population (Million),US,1977-02-28 00:00:00,219.34
Population (Million),US,1977-01-31 00:00:00,219.18
Population (Million),US,1976-12-31 00:00:00,219.01
Population (Million),US,1976-11-30 00:00:00,218.83
Population (Million),US,1976-10-31 00:00:00,218.64
Population (Million),US,1976-09-30 00:00:00,218.44
Population (Million),US,1976-08-31 00:00:00,218.23
Population (Million),US,1976-07-31 00:00:00,218.04
Population (Million),US,1976-06-30 00:00:00,217.86
Population (Million),US,1976-05-31 00:00:00,217.68
Population (Million),US,1976-04-30 00:00:00,217.53
Population (Million),US,1976-03-31 00:00:00,217.38
Population (Million),US,1976-02-29 00:00:00,217.25
Population (Million),US,1976-01-31 00:00:00,217.1
Population (Million),US,1975-12-31 00:00:00,216.93
Population (Million),US,1975-11-30 00:00:00,216.77
Population (Million),US,1975-10-31 00:00:00,216.59
Population (Million),US,1975-09-30 00:00:00,216.39
Population (Million),US,1975-08-31 00:00:00,216.2
Population (Million),US,1975-07-31 00:00:00,215.97
Population (Million),US,1975-06-30 00:00:00,215.77
Population (Million),US,1975-05-31 00:00:00,215.52
Population (Million),US,1975-04-30 00:00:00,215.35
Population (Million),US,1975-03-31 00:00:00,215.2
Population (Million),US,1975-02-28 00:00:00,215.06
Population (Million),US,1975-01-31 00:00:00,214.93
Population (Million),US,1974-12-31 00:00:00,214.78
Population (Million),US,1974-11-30 00:00:00,214.62
Population (Million),US,1974-10-31 00:00:00,214.45
Population (Million),US,1974-09-30 00:00:00,214.25
Population (Million),US,1974-08-31 00:00:00,214.04
Population (Million),US,1974-07-31 00:00:00,213.85
Population (Million),US,1974-06-30 00:00:00,213.69
Population (Million),US,1974-05-31 00:00:00,213.51
Population (Million),US,1974-04-30 00:00:00,213.36
Population (Million),US,1974-03-31 00:00:00,213.21
Population (Million),US,1974-02-28 00:00:00,213.07
Population (Million),US,1974-01-31 00:00:00,212.93
Population (Million),US,1973-12-31 00:00:00,212.78
Population (Million),US,1973-11-30 00:00:00,212.63
Population (Million),US,1973-10-31 00:00:00,212.48
Population (Million),US,1973-09-30 00:00:00,212.29
Population (Million),US,1973-08-31 00:00:00,212.09
Population (Million),US,1973-07-31 00:00:00,211.91
Population (Million),US,1973-06-30 00:00:00,211.75
Population (Million),US,1973-05-31 00:00:00,211.58
Population (Million),US,1973-04-30 00:00:00,211.42
Population (Million),US,1973-03-31 00:00:00,211.25
Population (Million),US,1973-02-28 00:00:00,211.12
Population (Million),US,1973-01-31 00:00:00,210.98
Population (Million),US,1972-12-31 00:00:00,210.82
Population (Million),US,1972-11-30 00:00:00,210.66
Population (Million),US,1972-10-31 00:00:00,210.48
Population (Million),US,1972-09-30 00:00:00,210.28
Population (Million),US,1972-08-31 00:00:00,210.08
Population (Million),US,1972-07-31 00:00:00,209.9
Population (Million),US,1972-06-30 00:00:00,209.72
Population (Million),US,1972-05-31 00:00:00,209.54
Population (Million),US,1972-04-30 00:00:00,209.39
Population (Million),US,1972-03-31 00:00:00,209.21
Population (Million),US,1972-02-29 00:00:00,209.06
Population (Million),US,1972-01-31 00:00:00,208.92
Population (Million),US,1971-12-31 00:00:00,208.74
Population (Million),US,1971-11-30 00:00:00,208.56
Population (Million),US,1971-10-31 00:00:00,208.34
Population (Million),US,1971-09-30 00:00:00,208.11
Population (Million),US,1971-08-31 00:00:00,207.88
Population (Million),US,1971-07-31 00:00:00,207.66
Population (Million),US,1971-06-30 00:00:00,207.46
Population (Million),US,1971-05-31 00:00:00,207.26
Population (Million),US,1971-04-30 00:00:00,207.06
Population (Million),US,1971-03-31 00:00:00,206.86
Population (Million),US,1971-02-28 00:00:00,206.67
Population (Million),US,1971-01-31 00:00:00,206.47
Population (Million),US,1970-12-31 00:00:00,206.24
Population (Million),US,1970-11-30 00:00:00,206.02
Population (Million),US,1970-10-31 00:00:00,205.79
Population (Million),US,1970-09-30 00:00:00,205.54
Population (Million),US,1970-08-31 00:00:00,205.3
Population (Million),US,1970-07-31 00:00:00,205.05
Population (Million),US,1970-06-30 00:00:00,204.83
Population (Million),US,1970-05-31 00:00:00,204.61
Population (Million),US,1970-04-30 00:00:00,204.4
Population (Million),US,1970-03-31 00:00:00,204.16
Population (Million),US,1970-02-28 00:00:00,204.01
Population (Million),US,1970-01-31 00:00:00,203.85
Population (Million),US,1969-12-31 00:00:00,203.68
Population (Million),US,1969-11-30 00:00:00,203.5
Population (Million),US,1969-10-31 00:00:00,203.3
Population (Million),US,1969-09-30 00:00:00,203.09
Population (Million),US,1969-08-31 00:00:00,202.88
Population (Million),US,1969-07-31 00:00:00,202.68
Population (Million),US,1969-06-30 00:00:00,202.51
Population (Million),US,1969-05-31 00:00:00,202.33
Population (Million),US,1969-04-30 00:00:00,202.16
Population (Million),US,1969-03-31 00:00:00,202.02
